Course Name,ECTS,Semester,Language,Exam,Teacher,Programme,Single Subject,Guest Students
Advanced Robotics (Autumn 2022),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Robotics (Autumn 2023),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Robotics (Autumn 2024),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Security,15,Autumn 2019,English,"B: Oral Exam , External (7-point scale)",Carsten Schürmann,MSc in Computer Science Read more,No,No
Advanced Security (Autumn 2019),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Security (Autumn 2020),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Security (Autumn 2021),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Security (Autumn 2022),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Security (Autumn 2023),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Security (Autumn 2024),7.5,Spring 2017,. ECTS 7.5 Semester Autumn 2019 Language English,"A: Written exam on premises, External (7-point scale)",Andrzej Wasowski,"KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc (Spring 2018) Semester Spring 2018 Programme KSDT:M.Sc. in IT, Software Development and Technology Access course Advanced Programming, MSc CS This course addresses advanced programming techniques, with a special attention on functional programming and its applications. The course is a perfect balance of theory and practice, with focus on the Scala programming Language . ECTS 7.5 Semester Autumn 2019 Language English Exam A: Written exam on premises, External (7-point scale) Teacher Andrzej Wasowski Programme MSc in Computer Science",Yes,Yes
Advanced Service Design,15,Autumn 2019,English,"D: Submission of written work with following oral, External (7-point scale)",Joanna Saad-Sulonen,MSc in Digital Design and Interactive Technologies Read more,No,No
Advanced Software Analysis,15,Autumn 2019,English,"D: Submission of written work with following oral, External (7-point scale)",Jesper Bengtson,MSc in Computer Science Read more,No,No
Advanced Software Analysis (Autumn 2019),15,Autumn 2019,English,"D: Submission of written work with following oral, External (7-point scale)",Jesper Bengtson,"K-DDIT:Master of Science in Information Technology (Digital Design and Interactive Technologies) Access course Advanced Service Design (Autumn 2020) Semester Autumn 2020 Programme K-DDIT:Master of Science in Information Technology (Digital Design and Interactive Technologies) Access course Advanced Service Design (Autumn 2021) Semester Autumn 2021 Programme K-DDIT:MSc in Digital Design and Interactive Technologies Access course Advanced Service Design (Autumn 2022) Semester Autumn 2022 Programme K-DDIT:MSc in Digital Design and Interactive Technologies Access course Advanced Service Design (Autumn 2023) Semester Autumn 2023 Programme K-DDIT:MSc in Digital Design and Interactive Technologies Access course Advanced Sketching and Prototyping (Spring 2017) Semester Spring 2017 Programme KDDK:M.Sc. in IT, Digital Design and Communication Access course Advanced Software Analysis This course focuses on interactive and automated software analysis. It covers a wide range of skills required to develop tools that automatically analyse software (such as “Coverity” and Facebook’s “Infer code analysis tool) to using tools where you interactively prove correctness of programs (used by e.g. Microsoft, Intel, Google, and Amazon). ECTS 15 Semester Autumn 2019 Language English Exam D: Submission of written work with following oral, External (7-point scale) Teacher Jesper Bengtson Programme MSc in Computer Science Read more Advanced Software Analysis Advanced Software Analysis Advanced Software Analysis Advanced Software Analysis Advanced Software Analysis Advanced Software Analysis (Autumn 2019) Semester Autumn 2019 Programme K-CS:Master of Science in Computer Science Access course Advanced Software Analysis (Autumn 2020) Advanced Software Analysis (Autumn 2021) Advanced Software Analysis (Autumn 2022) Advanced Software Analysis (Autumn 2023) Advanced Software Analysis (Autumn 2024) Advanced Software Engineering (Spring 2014) Advanced Software Engineering (Spring 2015) Advanced Software Engineering (Spring 2016) Advanced Software Engineering 15 ECTS Advanced Software Engineering 15 ECTS Advanced Software Engineering 15 ECTS Advanced Software Engineering 15 ECTS Advanced Software Engineering 15 ECTS Advanced Software Engineering 15 ECTS Advanced Software Engineering 15 ECTS Advanced Software Engineering 15 ECTS Advanced Software Engineering 15 ECTS (Autumn 2019) Advanced Software Engineering 15 ECTS (Autumn 2020) Advanced Software Engineering 15 ECTS (Autumn 2021) Advanced Software Engineering 15 ECTS (Autumn 2022) Advanced Software Engineering 15 ECTS (Autumn 2023) Advanced Software Engineering 15 ECTS (Autumn 2024) Advanced Software Engineering 15 ECTS (Autumn 2025) Advanced Software Engineering, BSc (Spring 2017) Advanced Software Engineering, MSc (Spring 2017) Advanced Software Engineering, Master (Professional education) Advanced Software Engineering, Master (Professional education) (Spring 2017) Advanced Software Engineering, Master (Professional education) (Spring 2018) Advanced Software Engineering, Master (Professional education) (Spring 2019) Advanced Topics in Game Studies Advanced Topics in Game Studies Advanced Topics in Game Studies Advanced Topics in Game Studies Advanced Topics in Game Studies Advanced Topics in Game Studies Advanced Topics in Game Studies Advanced Topics in Game Studies",No,No
